system_prompt,question,response
mientras que las otras influyen sobre la sique y la vida de relacin en 
La sexualidad est presente en todas las manifestaciones de la personalidad Existe un 
comportamiento generalmente masculino y otro propio de la feminidad La sexualidad 
compromete e impregna todas las actitudes del ser humano y lo identifica socialmente La 
morfologa sexual aunque conslituye un elemento fundamental no agota sin embargo la 
sexualidad La ciencia ha puesto de manifiesto que existe lo que podramos designar como 
una situacin de intcrsexualidad es decir de puntos intermedios entre dos extremos 
sexuales precisos y definidos Ello en virtud de que todos los seres humanos encierran en 
s mismos la posibilidad de entrambos sexos por lo que la mujer y el varn se diferen 
cian solamente en tkrminos cuantitativos De ah la dificultad de encontrar ndices exactos 
de distincin sexual Algunos autores proponen como criterios vlidos para la identifi 
cacin sexual tanto el elemento sicoscxual como la capacidad opulativa 
Bajo la genCrica expresin de estados inlerscxualcs sc ha querido comprender todas 
las diversas hiptesis de falta de homogeneidad no slo cn relacin con los factores bio 
lgicos y morfolgicos sino tambin entre stos y los clcmentos sicolgicos Como aco 
ta Benjamin los estudiosos nortcamcricanos incluycn en tal expresin solamente los ca 
sos de hcrmafroditismo y de scudohcrmafroditismo micntras que los cientficos europeo 
la utilizan otorgndole un ms amplio contenido al incorporar en ella situaciones tales co 
mo la de los travestis los transcxualcs y hasla los homosexualcsO 
Es til mencionar aunque fuere de modo esquemtico algunos signos sicobiol 
gicos que segn los especialistas caracterizan a cada uno de esos casos a fin de distinguir 
los al nivel del actual desarrollo cientfico de aquel propio del transexual que es al que 
nos referimos exclusivamente en el presente trabajo 
Son numerosas las hiptesis en las que en una misma pcrsona se hacen ostensibles 
las caractersticas de los dos sexos Ello suele ocurrir ya sea tratandose tanto de los canc 
teres anatmicos como de aquellos funcionales los mismos que pueden presentarse en pro 
porciones equivalentes o con prevalencia de alguno de ellos31 
27 P Stanzione ob cit p 13 
28 Id p 13 
29 Id p 17 
30 Id pp 19 y 20 
31 Id p 17 
La situacin ms elocuente pero ai mismo tiempo la menos frccucnd2 es la del 11a 
mado hermafroditismo verdadero desipacin que se emplca para diferenciarlo del scudo 
hermafroditismo El primero de ellos como lo seala la literatura espccializda 
es un 
sndrome que se caracteriza por la presencia simultnea en el mismo individuo de la g 
nada masculina y de aquella femenina cuya coexistencia influye de modo variable so 
bre la conformacin de los genitales externos el aspecto somtico y el cornpomrniento s 
quicoW34 
El seudohermafroditismo tanto masculino como femenino representa la carencia en 
un mismo individuo de homogeneidad entre los rganos genitales externos y el sexo gen 
tico Esta situacin se diferencia del transexualismo en tanto en ste no se presentan ano 
malas a nivel de la gnada o en lo que atae a los gcnitales 
Ms complejo resulta el distinguir entre lo que se conoce con el trmino de traves 
lis y el transcxuaiismo Ambas anormalidades se fundan en una misma condicin sicopa 
lolgica es decir en la desorientacin y en la incertidumbre del rol en cuanto al sexo y al 
gCncr03 No obstante se tiende a sostener que el fenmeno de los travcstis es la ex 
presin ms moderada de dicha sicopatologa considerndose a la del transcxual como la 
ms grave y extrema 
Se suele precisar al respecto que el uso de vestimentas del sexo contrario al originario 
est presente en ambas situaciones aunque como seala Stanzione ella representa para el 
transexual el contenido mnimo de su drama 
Se ha propuesto una clasiicacin de los travestis en tres grupos en consonancia con 
el cuadro clnico que presentan En el primer grupo estaran involucrados todos aquellos 
que aspiran simplemente a endosar de modo espordico y mnsitorio la vestimenta del 
sexo contrario y a movilizarse con dicho ropaje La mayor parte de las personas que confor 
man este grupo siente vive trabaja como cualquier individuo de su propio sexo37 
El segundo p p o  representara un estadio intermedio entre el travcstis y el tran 
sexual Para los que integran este sector la vestimenta les resulta insuficiente para colmar 
sus aspiraciones Desean alguna otra variacin fsica tentando de avecindarse al oro  
32 P Stannone ob ci pp 17 y 18 
33 Id p 18 
34 Id p 18 
35 Id p 26 
36 Id p 26 
37 Id p 27 
scxo sin prctendcr todava la modilicacin quirrgica dc sus gcnitlcs 
En un tercer grupo se suele colocar a los sujetos que se pueden considerar como los 
verdaderos uansexuales situacin dentro de la cual la desorientacin de rol sexual cs corn 
pleta La persona inmersa en este estado odia sus propios rganos sexuales la coniorma 
cin fsica la distribucin de la vcllosidad la vcstimcnta l vive slo en funcin dcl da 
en el que a travs de una operacin de conversin podr obtener la liberacin 
Como conclusin de lo antcriormcnte expucsto se comprueban las diiicultadcs con 
que se suele tropezar cuando sc prctcnde haccr una distincin ncta y definitiva cntrc los in 
tegrantes de los diversos grupos antes rcfcridos El problcma como se ha podido apreciar 
se plantca fundamenlalmente en cuanto al grado o intcnsidad de la aspiracin a vivir par 
cial o totalmente como u11 ser de scxo diverso al originario Como corolario podra decir 
se que queda flotando una nota dc vaguedad e insatisfaccin cn cuanto a la mencionada cla 
sificacin 
El uanscxualismo por su partc se difcrcncii claramcntc de la homosexualidad En el 
primcr caso cl dcsco de pertcncccr al gncro opucsto cs pcnnancnte y obsesivo por lo quc 
los uansexuales estn decididos a modificar su aspccto sexual mcdiante una dolorosa in 
tcrvencin quirrgica a fin de adccuarlo al que corrcspondc a su propia vivencia El tran 
scxual tal como sc ha apuntado sicnte profunda repugnancia por sus rganos genitales 3 
los quc califica como el resultado de un crror de la naturaleza De otra partc y cn inCrito 
a una honda conviccin no ticnc un sentirnienlo de culpa en lo que atae a sus rclacioncs 
amorosas y scxualcs40 
El homoscxual en cambio carcce dc mlcs prccisas caractersticas Dc ah quc no cst 
dccidido a modificar su morfologa sexual ni cxpcrimcnta repugnancia por sus rganos 
scxuales sino que por el contrario sicnta por ellos atraccin y coniplaccncia Dc otro 
lado los homoscxualcs gcncralmentc ticncn un scntimicnto dc culpa en tanto son cons 
cicntes de la anormalidad de su comportamiento 
4 La problemtica relativa a la identidad sexial 
El limitxio debate jurdico que se ha desarrollado cn tomo al scxo dcstie hace por lo 
mcnos dos dcadas tiene como principal finalidad definir si es lcito o no el admitir un 
cambio de sexo en base al convcncimicriio de la pcrsona de pcrtcncccr por su inclina 
cin sicolgica comportamientos y actitudes al gncro contrario al de su origcn con las 
consiguientes rcpercusiones que ello significa en la vida de rclacin social infra 10 
38 P Starziime ob citp 27 
39 Id p 27 
40 Lcx y Martini ob cit p 41 
Han sido y son numerosas las interrogantes formuladas al respecto por los juristas 
que se han ocupado del problema en cuestin As ellos se preguntan si sera jurdica 
mente posible que la persona decida libre y arbitrariamente un cambio de sexo o como 
sostiene Perlingien que l sea una consecuencia de terapias e intervenciones quirrgicas 
destinadas a favorecer una natural tendencia o a evitar efectos negativos sobre su salud41 
Es dable tambin inquirir si la determinacin sexual y la consiguiente identidad perso 
nal responde solamente a un convencimiento subjetivo o si por el contrario depende 
tambin de elementos fsicoobjetivos De otra parte cabe interrogarse sobre si el cambio 
de sexo comporta un atentado contra la integridad sicosomtica de la persona Finalmente 
es posible preguntarse si la mutacin de sexo es un asunto que tiene que hacer con la iden 
tidad personal y si desde un punto de vista social es conveniente propiciar o no la legiti 
macin del cambio de sexo 
Las preguntas que hemos formulado en precedencia encierran slo algunas de las ml 
tiples y arduas cuestiones problemticas que el jurista contcmporneo dcbc responder cuan 
do afronta el asunto de la identidad sexual Como es posible advertir la temtica involu 
crada en dichas inquisiciones no puede considerarse como materia de fcil solucin por 
sus implicancias tanto con la libertad de la persona como con el inters social en juego 
Se observa en los ltimos tiempos un cada vez mayor desarrollo doctrinario en cuan 
to al tema que nos ocupa Ello puede explicarse por la circunstancia de que algunos pases 
del sistema jurdico romanogermnico han regulado en aos recientes la matcria concer 
niente al cambio de sexo En dichas legislaciones se establecen los rcspcctivos requisi 
tos que son exigibles para lograr tal propsito as como se sealan los procedimientos pa 
ra lograrlo 
Cabe preguntarse si la rcciente experiencia legislativa de algunos contados pases a 
que hemos hecho mencin supra 2 indicara que nos encontramos ante una generalizada 
tendencia dirigida a favorecer el cambio dc sexo dentro dc ciertos parmctros Al respecto 
es posible afirmar que si bien en determinados pases se ha visto la convcnicncia de 
otorgar relevancia jurdica al cambio de sexo ello no puedc inlerpretarse como que asisii 
mos a un generalizado movimiento jurdico en tal senido El que en ciertos pases se haya 
legislado sobre la materia denota que en ellos se produjo un definido hecho social como 
fue la incidencia de una fuerte presin de un sector de la opinin pblica proclive a que se 
normase adecuadamente una situacin dada en la realidad y que se encontraba marginada 
por la ley 
Tenemos presente por haber vivido en Iatlia en los aos precedentes a la promulga 
cin de la ley de 1982 las constantes y espectaculares movilizacioncs efectuadas ante el 
Parlamento producidas en el curso de los aos setenta de parte de diversas y pugnaces or 
41 P Perlingieri ob cit p 42 
ganimciones de transcxuales as como de otros grupos que compartan su reclamo con 
cl dcfinido propsito de obtcner la regularizacin jurdica dcl cambio de sexo Estas mo 
vilizaciones se concretaban tanto en bulliciosas manifeastacioncs pblicas como en sos 
tenidas campaas de un sector de los mcdios de comunicacin Es as que recordarnos en 
calidad de ancdota la realizacin de un sit inn en la plaza romana de Montecitono lugar 
en que se encuentra ubicado el barroco y bello edificio de la Cmara de Diputados de ese 
pas42 
Aunque la cuestin de la pcrmisibilidad lcgal dcl cambio de sexo est sujeta actual 
mente a valoracin y dcbatc puede adelantarse que llegado cl hipottico caso dc tcncr que 
legislar sobre la materia cn base a una insoslayable realidad social y a un rcclamo comuni 
tario debera tcnerse prescnte quc la Icgislacin a dictarse rcqucrira el que se contcmplasc 
simultnea y equilibradamcnte tanto el inters privado rcprcscntado por las comprobadas 
y definidas exigencias existenciales de ciertas personas como el inters social que un c m   
bio de scxo de suyo implica sobre todo cn los que atac al grupo familiar 
No pueden ignorarse en su momcnto las graves rcpcrcusioncs que un cambio dc 
sexo produce cn ciertos casos en la rclacin social dc las personas dirccta o indirecta 
mente implicadas en el asunto Sus cfcctos se haccn scntir cn todo cuanto concicmc a la 
vida conyugal y familiar No son difciles de imaginar las pcrturbacioncs que sc originan 
tratndose de una persona quc dcspus de habcr contrado matrimonio y procreado hijos 
dccide cambiar de scxo infra 10 
5 El cambio de sexo y el libre desarrollo de la personalidad 
51 El dcbate doctrinario en curso 
El dcbate jurdico cn tomo a la mutacin de scxo se ccnua cn el asunto conccmicntc a 
las relaciones que existen cnuc cl icrccho a la libcrtad pcrsonal o al libre desarrollo de la 
personalidad como gcneralrncnte sc lc designa y cl dcrccho a la identidad sexual Esta 
cucstin sc afinca en la dogmtica jurdica lucgo dc habcr sido supcrados en la mcdida que 
ello es posible los problemas ticos sicolgicos mdicos y sociales quc tan dclicado 
asunto suele suscitar 
Como ya se ha rcfcrido supra 2 la confrontacin dc opiniones mdicocientficas 
en cuanto a los redes alcances dcl cambio dc sexo an no se ha cerrado Se discutc a ni 
vel de la doctrina si dicha mutacin sexual tal como se practica en los pascs que legal 
mente la admiten representa ciertamente en la dimensin biolgica cl cruzar definitiva e 
irrcversiblemcnte la frontcra que scpara un gnero dc otro Las posiciones sobrc cl tema 
42 La presin social hizo que e1 Partido Radical presentara en la Cmara de Diputados un proyecto de 
ley con fecha 27 de febrero de 1980 dirigido a modificar el artcnlo 354 del Cdigo Civil a fin de 
permitir la inscripcin de las scnlcncias de cambio de sexo Este proyecto no prosper Finalmente 
se dict la ley de 1982 sobre la materia a la que nos referimos en el pargrafo 13 
no son ni paclicas ni concordantcs sino quc por el conirio y tal como se ha cxpucsto 
ellas estn enfrcntadas 
Existen autores que al considerar que el sexo trasciende los aspectos biolgicosom 
ticos de la persona sitan el problcma en un plano sicolgico dcntro del cual se privile 
gian las inclinaciones de un determinado sujcto por el gncro opucsto a aqul que le pcrte 
nece por nacimiento Los autores que propugnan estc plantcamicnto que consiste en co 
locar la cuestin cn un nivcl sicolgico cstimm que las fronteras entre la masculinidad y 
la feminidad no son precisas 
Otros autorcs desde un punto de vista mdicocicntifico ascvcran por cl contrario 
que el denominado cambio de scxo constituye en la prctica una intervencin quirrgica 
plstica de los genitalcs exteriorcs Ella cn consccucncia slo cst dirigida a modificar la 
apariencia sexual sin que tal opcracin incida en el cambio dc scxo originario 
Para los autores que se ubican en la posicin antes enunciada slo scran pcrmisiblcs 
las intcrvcnciones quirrgicas dcstinadas cspccficamcnte a la afirmacin dcl scxo origina 
rio cuando en la primera etapa de la vida existi una indefinicin scxual Es dccir se trata 
ra de una operacin enderezada a cooperar con la naturaleza para la definicin dcl scxo bio 
lgico Los propugnadorcs de esta tesis frente a un caso de innnificsta inclinacin sico 
lgica por el gnero opuesto avonscjan utilizar terapias adccuada a la superacin dc cstc 
problcrna sicolgico sicmprc dcntro del declarado propsito dc contribuir a afianzar el 
scxo registral 
52 La valoracin tica dcl cambio de scxo 
El cambio de sexo no cs cxclusivarnente un problcma mdicocientfico como cl que 
hemos esbozado en el pargrafo prcccdcntc sino que dcbc tcncrse tambin en cucnla una 
valoracin tica en cuanto a lo que l significa En realidad no hay actividad humana 
frcnte a la cual pueda omitirse un juicio de valor 
Para un sector de la doctrina quc se ocupa del cambio de sexo esta supucsta opcracin 
constituye un acto que va contra los dictados de la naturaleza por lo que rcsultara aiicmk 
de ticamente inadmisible del todo inconvcnicnte 
Para otros en cambio la valoracin de este hecho es difcrcntc Estos ltimos sostic 
nen quc cada persona mientras no cause perjuicio a los dcms csl cn condiciones de deci 
dir libremcnte su modo de vivir por lo que puede escogcr su propia identidad scxual sin 
que ello signifique una actitud rcida con la tica social 
Para los autores que adhiercn a la primera de las indicadas posiciones cl cambio de 
sexo rcsulia scr un esclndalo intolerable o al mcnos una situacin dcsagradablc el tcncr 
quc admitir la posibilidad o cxistcncia de prcticas quirrgicas utilizadas para satisfacer in 
clinaciones que no coincidcn con cl sexo que la sabia naturalca otorg a cada cual Para 
los autores que se sitan en la posicin contraria el cambio de scxo constitiiyc un acto dc 
liberacin que guarda concordancia con el derccho fundamental a desarrollar libremente la 
personalidad y con aquel de afirmar su propia identidad Ambas valoraciones la favorable 
y la opuesta al cambio de sexo responden obviamente a una postura subjetiva por lo que 
obedecen en ltima instancia a una particular visin del hombre a una determinada con 
cepcin del mundo 
No faltan opiniones en el sentido que lo importante y Cticamente decisivo no es vi 
vir como mujer o como varn sino en cualquier caso hacerlo honestamente en la ms 
amplia acepcin del vocablo sin perjudicar en lo ms mnimo el inters de los dems 
53 La libertad personal y el cambio de sexo 
531 Posicin favorable a la regularizacin del cambio de sexo 
En el terreno jurdico a nivel de la dogmtica se discute la relacin que pudiera haber 
entre el convencimiento del sujeto de pertenecer a un sexo opuesto al originario y la si 
tuacin jurdica subjetiva relativa a la libertad personal En otros trminos cl problcma se 
plantea en el sentido de sabcr si la decisin de cambiar de sexo se encuadra dentro dcl dcre 
cho al libre desenvolvimiento de la personalidad o si por el contrario se opone al ordcn 
pblico y a las buenas costumbres que le sirven de lmite social 
El inciso 1 del artculo 2 de la Constitucin del Pcr y el artculo 5 del Cdigo Civil 
consagran la situacin jurdica subjetiva atinente a la libertad personal o como lo enuncia 
la Constitucin al libre desarrollo de la personalidad El ordcnamicnto jurdico nacional 
tutela de la forma ms amplia que pucda imaginarse el derecho de cada cual al dcscnvol 
vimiento de su personalidad dentro de la comunidad en concordancia con el interCs social 
y dentro del orden pblico y las buenas costumbres 
Como ocurre con toda situacin jurdica subjetiva debe contcrnplarse tambih en cste 
caso el correspondiente derecho de los dems que correlativamente constituye un dcbcr 
para el propio facultado Es decir partimos de la nueva perspectiva en que se suele com 
prender al derecho subjetivo es decir como situacin jurctica subjetiva en la cual junto al 
propio derecho se halla presente en cierta y variable medida el derccho de los dems En 
otras palabras dentro de una visin que no admite derechos subjetivos absolutos en tanto 
son contrarios a la naturaleza coexistencial del scr humano 
En trminos generales el derecho de los dems que es dcbcr para el facultado cst re 
presentado por lo que se designa como inters social y principalmente por el ordcn pbli 
co y las buenas costumbres Claro est que al lado de estos principios jurdicos gcncrales 
existen otros que tambin son pertinentes e integran en consecuencia la correspondiente 
situacin jurdica subjetiva Bastara citar a este propsito entre otros los principios de 
la buena fe y la diligencia de un buen padre de familia En el lenguaje ordinario sc suclc 
graficar muy claramente esta particular situacin cuando sc suele decir que la libcrtad de 
uno termina donde comienza la libertad del otro 
Es decir como lo hemos remarcado no existen derechos subjetivos absolutos limita 
dos y sagrados en la medida que el ser humano es coexistencia1 por naturaleza por lo que 
se encuentra inserto en una comunidad con la cual debe necesariamente conciliar sus perso 
nales intereses sin que ello signifique sumisin existenciai ni a la sociedad ni al Estado 
El derecho a la libertad radicalmente ligado al derecho a la vida supone nada menos 
que la posibilidad natural de todo ser humano de realizarse libremente como tal La vida es 
un bien es un don precioso que debe utilizarse de acuerdo con los fines axiolgicos que 
cada persona se propone La vida es una hermosa tarea una extraordinaria y nica obra de 
arte que el hombre que cada hombre trata de ejecutar de la mejor manera posible dentro 
de los humanos condicionamientos provenientes tanto de la propia naturaleza del mundo 
interior como de los otros y del mundo exterior Paradjicamente esos mismos obst 
culos son tambin en otras circunstancias instrumentos de los cuales se vale el hombre 
para realizarse como persona 
El derecho a la libertad supone por tanto la posibilidad de todo ser humano a decidir 
se por un proyecto de vida dentro del bien comn de realizarse plenamente como hom 
bre En otros trminos de poder hacer todo aquello que est jurdicamente permitido que 
no est expresamente prohibido siempre que no atente contra cl dcrecho ajeno el inters 
social y no signifique un abuso de derecho El hombre en cuanto ser ontolgicamente li 
bre proyecta su vida escoge opciones de acuerdo a su ntima vocacin y a las posibili 
dades que le ofrece el mundo tanto interior como exterior El horizonte con que cuenta el 
ser humano para preferir un determinado proyecto ante un inmenso abanico de posibili 
dades existenciales es de orden axiolgico Son los valores los que dan sentido a la vida 
La Constitucin peruana se refiere a dicha situacin jurdica subjetiva fundamental 
como el derecho que tiene el ser humano al libre dcscnvolvimiento de su personalidad Es 
dentro de este amplio marco referencia1 que se inserta el supuesto derecho a la identidad en 
el plano de la sexualidad Nos referimos a la posibilidad de vivir de acuerdo con el sexo 
que responde a las profundas inclinaciones sicolgicas de la pcrsona a sus costumbres 
hbitos reflejos actitudes estilo Es decir el derecho a realizarse como pcrsona dentro de 
aquel gnero opuesto a su sexo originario y registral al cual el sujeo est convencido 
de pertenecer que siente hondamente raigalmente Los que sostienen la posibilidad de 
admitir legalmente la conversin de sexo que supone un cambio en curso de la identidad 
dinmica y uno futuro de la identidad esttica a travs de la modificacin del prenombre en 
cuentran en la libertad personal el fundamento ltimo para proceder a la adaptacin som 
tica de la persona de conformidad con sus aspiraciones existencidcs 
El debate jurdico que se inserta ineludiblemente dentro de un genrico marco intcrdis 
ciplinario gira as en torno a si la mutacin de sexo se conforma o no con el derecho de 
cada cual ai libre desenvolvimiento de su personalidad Los propugnadores de la legaliza 
cin del cambio de sexo que deriva en un cambio registra1 del prenombre no albergan du 
das en cuanto a que la decisin de quin est convencido de pertenecer al gnero contrario 
dcntro del cual naci condice con el dcrecho a desarrollar librcmcnte la propia pcrso 
nalidad siempre que no se agravie el derecho de los dems 
Se sostiene por dichos autores que el sexo no es una fatalidad biolgica sino funda 
mentalmente una opcin existencial En consecuencia el ser humano puede escoger vivir 
dentro del sexo que ms conviene a su ntima vocacin existencial a sus tendencias sicol 
gicas ms profundas Los propugnadores de la regulacin legal de la mutacin de sexo afir 
man que un cambio de sexo tratndose de un hombre o de una mujer solteros no ofende a 
los dems ni causa problemas de orden social Por el contrario anotan que esta adccua 
cin en lo que se reficre a la idcntidad sexual pcrmite al ser humano superar un estado de 
angustiosa indefinicin que s es pcrlurbador contrario a su salud entendida sta como un 
estado de bienesu gcneml de la persona El cambio de sexo sostienen es una exigencia 
dcl sujcto a su plena identidad a vivir su propia verdad pcrsonal y a proyectarla social 
mente 
Si de acuerdo con los avances de la ciencia se deja atrs cl principio de la inmutabi 
lidad del sexo dcbera concluirse por admitir dcntro de un prcciso marco lcgal que la pcr 
sona dcntro del ejercicio de su dcrccho al libre dcscnvolvimicnto de su pcrsonalidad optc 
por el sexo que siente como propio al cual est absolutamente convcncido de pcrtcnc 
cer el que responde a sus inclinaciones sicolgicas que se adeca con sus aclitudcs y cos 
tumbres 
Dcntro dcl principio de la libcrtad pcrsonal se encuadrara scgn dichos autores cl dc 
rccho que cada pcrsona ticnc a que se le reconozca socialmcntc y se lc atribuya una dctcrmi 
nada identidad sexual la misma que corresponde a su verdad pcrsonril a su particular 
mancra dc ser 
La identidad sexual como cs fcil apreciar se cnmarca dentro dc la situacin jurdica 
subjetiva refcrcnte a la identidad pcrsonal en cuanto csia ltima cs la sntcsis o complcjo 
de lo que significa la personalidad entendida como una totalidad La verdad scxual cn otras 
palabras se inscrta dcntro dcl ms amplio espcctro de la vcrdad pcrsonal se constituye ctr 
mo un importante aspecto dcl concepto gcnkrico de la identidad personal 
532 Posicin contraria a la admisin del cambio de sexo 
Los adversarios dcl llamado cambio de sexo cxprcsan que el dcrccho a la libertad perso 
nal como todas las dems situaciones jurdicas subjetivas supone en el sujcto frcntc al 
derecho de los dems un correlativo deber a su cargo Ello en virtud que como lo hemos 
expresado no existen dcrechos subjetivos absolutos cn tanto que siendo cl derecho una 
expcriencia de inlcrsubjctividad todo dcrecho subjetivo se prcscnta simultncamcntc como 
un dcrechodcber En otras palabras la libcrtad pcrsonal esgrimida como fundamento dcl 
cambio de sexo tiene muy claras limitaciones ya sea en el orden pblico como en las 
bucnas costumbrcs 
Se argumenta por los opositores a una transformacin sexual que son precisamente 
razones de orden pblico las que limitan el cambio de sexo Ellas se refieren a la necesidad 
social de certeza en cuanto a la identidad personal y esto slo se obtiene si se guarda con 
cordancia entre la realidad y el sexo originario que figura en los registros del estado civil 
Un cambio de sexo se asevera atenta contra la certeza que se requiere en lo que atafie a la 
identificacin personal De otra parte los opositores al cambio de sexo esgrimen un ar 
gumento de carcter tico en cuanto sostienen que tal mutacin sexual no condice con las 
buenas costumbres que deben regir la convivencia humana 
En lo que concierne al primer argumento expuesto por los opositores a la admisin le 
gal del cambio de sexo debe tenerse en cuenta que es del todo discutible ya que el procedi 
miento judicial que conduce al cambio de sexo en los pases que lo han legalizado tienen 
como finalidad ltima la adecuacin de la partida de nacimiento al nuevo estado sexual ad 
quirido por el sujeto como consecuencia de una intervencin quirrgica autorizada por el 
juez teniendo a la vista una pcricia mdicosicolgica 
En lo que atae al segundo argumento es decir el referido a las buenas costumbres 
se observa que por tratarse de una valoracin tica ella est librada al consenso a los cri 
terios mayoritariamente imperantes en una sociedad dada Existe sin duda en cada comu 
nidad y en cada poca una posicin tica compartida que responde a una cierta concepcin 
del mundo 
6 Identidad sexual y derecho a la salud 
61 La salud como presupuesto dcl libre desarrollo de la personalidad 
El planteamiento referido en el pargrafo anterior sita el cambio de sexo en la pers 
pectiva del derecho que tiene todo ser humano al libre descnvolvimieno de su personalidad 
dentro del bien comn Adicionalmente se suele mencionar otro derecho fundamental de la 
persona que afianzara la posicin pcrmisiva al cambio del sexo dentro del marco de una 
adecuada regulacin legal Nos referimos al derecho a la salud 
El derecho a la salud al cual no se hace frecuente referencia dentro de la doctrina jur 
dica nacional est consagrado por el artculo 15 de la Constitucin peruana El mencio 
nado dispositivo prescribe que todos tienen derecho a la proteccin de la salud Como ya 
10 hemos recordado en otro lugar el concepto salud debe entenderse dentro de su ms am 
plia acepcin La salud como acertadamente se ha dicho no slo es no estar enfermo 
sino fundamentalmente significa el sentirse bien el vivenciar un estado de bienestar inte 
gral Es decir la salud no debe comprenderse como un hecho negativo en funcin de la en 
fermedad sino ms bien como una situacin positiva al vincularla a la nocin de bie 
nestar 
La salud como lo subraya Busnelli no slo tiene un sentido exclusivamente biol 
gico sino que debe ser considerada como bien instrumental necesario a la proteccin y de 
sarrollo de la pcrsonalidad dcl individuon43 Esta comprensiva nocin dc salud se recoge cn 
el prembulo de la constitucin de la Organizacin Mundial de la Salud que data de 1946 
En l se declara como lo hcmos ya expresado que la salud es un estado de complcto 
bienestar squico mental y social por lo que no consiste solamente en una ausencia de 
enfermedad 
El mencionado articulo 15 de la Constitucin encuentra su natural complemento en 
lo dispuesto en el articulo 12 del mismo texto normativo Segn este dispositivo el Es 
tado garantiza el derecho de todos a la scguridad social Y dentro de la scguridad social 
se considera como objctivo primordial cl cubrir no slo cl ricsgo de enfermedad sino tam 
bin otros propios de la vida dcl sujeto talcs como la rnatcrnidad la invalidez el dcscm 
plco la vejez la mucrtc la viudcz la orfandad 
62 La salud del uanscxual 
Un uanscxual si nos atcncmos a la amplia nocih de salud que hcmos enunciado dc 
bera ser comprendido como un sujcto carcntc dc salud El uanscxual antcs de su convcr 
sin lcgal al sexo vivido quc implica tambin un rcconocimicnto social dc su identidad 
no ticne estabilidad emocional cquilibrio scluico Su vida transcurre en una constante pug 
na por lograr ser admitido cn su vcrdadcra idcntidad sexual manifestada a travs de la pro 
yeccin de su pcrsonalidad El cstado dcl transcxual sc pucdc definir conlo uno carcntc dc 
aqucllo en que consiste la salud cntcndida como bicncsk 
El transcxual cs un scr humano atormentado quc poscc scnimicnlos contradictorios 
que se avcrgcnza de una situacin que gciicraiiiicntc no cs social ni Cticarncntc accptada o 
al mcnos tolcrada y rcspctada A vcccs csta circunstancia pucdc conducir al transcxuil a 
asumir una actitud cnica y hasta dc csclndalo cn su alan por llamar la atencin por rccla 
mar la comprensin social que se lc nicga A cllo lo pucdc cmpujar la pcrsccucin dc quc 
es objcto en su incontrolado afn de afirmar su vcrdadcro scxo cl quc rcilincntc sicntc y 
vive 
En el ordcnamicnto jurdico italiano sc rccurrc al artculo 32 dc la Constitucin que 
garantiza la tutcla de la salud como uno dc los argumentos esgrimidos antcs y tlcspus de 
la Icy de 1982 que regula cl cambio dc scxo para sostcncr la ncccsidad dc pcrmilir dicha 
uansformacin dc la idcntidad dcl stjcto 
Si bien cn la actualidad la mayora dc los autorcs no consideran al wanscxual como 
un cnfcrmo en cl sentido tardicional dcl trmino cllo no significa que gocc dc pcrfccta 
salud entendida sta como bienestar integral Es por csta situacin que sc utiliza cl argu 
mento de dcvolvcr la salud al transexual pan viabilizar las intcrvcncioncs quirrgicas dcs 
tinadas a eliminar la disociacin o contraposicin cxistcnte cn su personalidad entre cl as 
pccto somtico de una partc y el squico dc la oua Estas opcracioncs pcrmitcn supe 
43 
Francesco HusneUi Danno hiolOgico e danno alla slute en La valuhzione del dnno alla 
salute al cuidado de Bargagria y 13usnelli Cedarn Padua 1986 p 7 
rar el estado de anormalidad sicolgica en que vive el sujeto al conciliar el aspecto som 
tico con el squico De obtenerse este resultado se lograra el que desapareciese una ator 
mentada situacin y que el sujeto alcanme por ende el bienestar deseado 
Como Patti lo hace notar el deseo invencible del transexual de obtener el recono 
cimiento en cuanto que pertenece al otro sexo se expresa de su parte en la voluntad de so 
meterse a una intervencin quirrgica demoledora y reconstructiva que opere en lo que fue 
re posible la transformacin anatmica de los rganos geritales 
Esta operacin es 
apreciada por el vansexual como una liberacin en cuanto la presencia del rgano geniral 
del sexo rechazado origina disgusto y estados de grave sufrimiento y de profunda angus 
tia45 Es la lucha del transexual por hacer patente su verdad personal en lo que atae a 
la proyeccin de su personalidad Es decir de hacer valer su identidad personal 
De acuerdo con cl actual desarrollo de la ciencia se admite que el sndrome del kan 
sexual no puede ser eficazmente superado mediante terapias hormonales ni tampoco con 
sesiones de sicoterapia al menos en los transexuales adultos Se reconoce que slo a tra 
vs de operaciones quirrgicas se puede llegar a resultados satisfactorios como se ha verifi 
cado en la mayora de los casos sometidos a dicho tratamiento La experiencia tambin de 
muestra que en la generalidad de los casos el transexual que ha sido sometido a una in 
tervencin quirrgica est capacitado para tener relaciones sexuales normales con una per 
sona del sexo opuesto Es decir con un sujeto del sexo al cual el uansexual estaba ori 
ginalmente adscrito de conformidad con el registro del estado civila 
7 El cambio de sexo y el derechodeber a procrear 
El cambio de sexo comporta una grave consecuencia en lo que se refiere al derecho a 
procrear La mulacin sexual que se experimenta como consecuencia de una intervencin 
quirrgica demoledorareconstructiva impide dentro dcl desarrollo cientfico actual el que 
el sujeto pueda procrear Esto significa por tanto que el transexual al solicitar la ade 
cuacin quirrgica de sus rganos genitales est renunciando a un derecho fundamental 
